Number of Bus,Name of Bus,ID,EIA plant code_gen ID,Start-Up Costs ($/MW of capacity/start),Shut-Down Costs ($/MW/shutdown),Cold Start-Up Time (hours),Warm Start-Up Time (hours),Hot Start-Up Time (hours),Minimum Up Time (hours),Minimum Down Time (hours),Ramp Rate Up and Down (%/min) , Variable O&M Costs ($/MWh),Fuel Costs ($/MMBtu),Sub Num of Bus,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
150531,MUENSTER 6 3,1,60502_GEN1,0,0,0,0,0,6000,0,0.1667,,,2209,Closed,58.82,35.59,0,58.82,YES,10,0,0,0,1,0,YES,150531,WND (Wind),1.04,-38.24,53.96,YES,125,Piecewise Linear
150534,MINGUS 4 3,1,60983_BWIND,0,0,0,0,0,6000,0,12,,,2210,Closed,90.45,-20.83,0,90.45,YES,10,0,0,0,1,0,YES,150534,WND (Wind),1.04,-28.76,30.71,YES,100.5,Piecewise Linear
150541,DENTON 2 3,1,61643_44532,0,0,0,0,0,0,0,0.1667,,,2213,Closed,8.67,9.57,8.67,18.8,YES,6,0,0,0,3.488,0,YES,150541,NG (Natural Gas),1.04,-5.25,9.57,YES,18.8,Piecewise Linear
150541,DENTON 2 3,2,61643_44531,0,0,0,0,0,0,0,0.1667,,,2213,Closed,7.56,9.57,7.56,18.8,YES,6,0,0,0,3.418,0,YES,150541,NG (Natural Gas),1.04,-6.01,9.57,YES,18.8,Piecewise Linear
150542,DENTON 2 4,1,61643_44533,0,0,0,0,0,0,0,0.1667,,,2213,Closed,4.22,9.57,4.22,18.8,YES,6,0,0,0,3.081,0,YES,150542,NG (Natural Gas),1.04,-6.45,9.57,YES,18.8,Piecewise Linear
150543,DENTON 2 5,1,61643_44535,0,0,0,0,0,0,0,>12,,,2213,Closed,3.9,5.74,3.9,18.8,YES,6,0,0,0,3.162,0,YES,150543,NG (Natural Gas),1.04,-5.27,9.57,YES,18.8,Piecewise Linear
150543,DENTON 2 5,2,61643_44534,0,0,0,0,0,0,0,12,,,2213,Closed,7.92,5.74,7.92,18.8,YES,6,0,0,0,3.185,0,YES,150543,NG (Natural Gas),1.04,-5.59,9.57,YES,18.8,Piecewise Linear
150544,DENTON 2 6,1,61643_44536,0,0,0,0,0,0,0,12,,,2213,Closed,6.95,5.93,6.95,18.8,YES,6,0,0,0,3.179,0,YES,150544,NG (Natural Gas),1.04,-4.96,9.57,YES,18.8,Piecewise Linear
150544,DENTON 2 6,2,61643_44537,0,0,0,0,0,0,0,1,,,2213,Closed,3.86,5.93,3.86,18.8,YES,6,0,0,0,3.413,0,YES,150544,NG (Natural Gas),1.04,-4.93,9.57,YES,18.8,Piecewise Linear
150545,DENTON 2 7,1,61643_44538,0,0,0,0,0,0,0,1,,,2213,Closed,2.38,8.39,2.38,18.8,YES,6,0,0,0,3.348,0,YES,150545,NG (Natural Gas),1.04,-6.06,9.57,YES,18.8,Piecewise Linear
150545,DENTON 2 7,2,61643_44539,0,0,0,0,0,0,0,0.1667,,,2213,Closed,9.17,8.39,9.17,18.8,YES,6,0,0,0,3.176,0,YES,150545,NG (Natural Gas),1.04,-6.13,9.57,YES,18.8,Piecewise Linear
150546,DENTON 2 8,1,61643_44541,0,0,0,0,0,0,0,0.1667,,,2213,Closed,2.61,7.15,2.61,18.8,YES,6,0,0,0,3.037,0,YES,150546,NG (Natural Gas),1.04,-4.9,9.57,YES,18.8,Piecewise Linear
150546,DENTON 2 8,2,61643_44540,0,0,0,0,0,0,0,>12,,,2213,Closed,2.95,7.15,2.95,18.8,YES,6,0,0,0,3.05,0,YES,150546,NG (Natural Gas),1.04,-4.78,9.57,YES,18.8,Piecewise Linear
150547,DENTON 2 9,1,61643_44542,0,0,0,0,0,0,0,>12,,,2213,Closed,8.22,9.57,8.22,18.8,YES,6,0,0,0,2.973,0,YES,150547,NG (Natural Gas),1.04,-6.02,9.57,YES,18.8,Piecewise Linear
150549,SEYMOUR 4 2,1,62227_WTGS,0,0,0,0,0,0,0,0.1667,,,2214,Closed,16.88,-2.59,0,16.88,YES,10,0,0,0,1,0,YES,150549,WND (Wind),1.04,-8.27,10.97,YES,30.2,Piecewise Linear
150552,VERNON 2 3,1,62356_LOC,0,0,0,0,0,0,0,12,,,2215,Closed,125.33,12.52,0,125.33,YES,10,0,0,0,1,0,YES,150552,WND (Wind),1.04,-52.24,62.45,YES,183.8,Piecewise Linear
150554,BLUM 2 2,1,63180_TXWHT,0,0,0,0,0,0,0,0.1667,,,2216,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,150554,SUN (Solar),1.04,-3.16,3.42,YES,9.9,Piecewise Linear
160189,CORPUS CHRISTI 27 2,1,3441_7,85,8.5,6,6,4,840,0,0,,,2401,Closed,110,-15.76,86.55,319,YES,10,0,0,0,3.245,0,YES,160188,NG (Natural Gas),1.04,-79.76,162.37,YES,319,Piecewise Linear
160190,CORPUS CHRISTI 27 3,1,3441_8,85,8.5,6,6,4,840,0,,,,2401,Closed,75.61,-1.11,75.61,157,YES,5,0,0,0,2.971,0,YES,160190,NG (Natural Gas),1.04,-40.97,79.91,YES,157,Piecewise Linear
160191,CORPUS CHRISTI 27 4,1,3441_9,85,8.5,6,6,4,840,0,1,,,2401,Closed,157,-15.76,15.86,157,YES,5,0,0,0,2.912,0,YES,160188,NG (Natural Gas),1.04,-40.38,79.91,YES,157,Piecewise Linear
160194,VICTORIA 10 3,1,3443_7,85,8.5,6,6,4,840,0,>12,3,1.5,2402,Closed,57.13,-2.44,57.13,175,YES,8,0,0,0,3.112,0,YES,160194,NG (Natural Gas),1.04,-58.02,89.07,YES,175,Piecewise Linear
160195,VICTORIA 10 4,1,3443_5,85,8.5,6,6,4,840,0,>12,3.5,2,2402,Closed,56.39,-2.61,56.39,125,YES,6,0,0,0,3.465,0,YES,160195,NG (Natural Gas),1.04,-38.21,63.63,YES,125,Piecewise Linear
160198,NURSERY 3 3,1,3631_7,85,8.5,6,6,4,840,0,1,,,2403,Closed,49,-2.88,22.57,49,YES,5,0,0,0,3.284,0,YES,160198,NG (Natural Gas),1.04,-16.19,24.94,YES,49,Piecewise Linear
160199,NURSERY 3 4,1,3631_8,85,8.5,6,6,4,840,0,1,,,2403,Closed,49,-1.48,7.59,49,YES,5,0,0,0,2.933,0,YES,160199,NG (Natural Gas),1.04,-14.91,24.94,YES,49,Piecewise Linear
160199,NURSERY 3 4,2,3631_9,85,8.5,6,6,4,840,0,0.1667,,,2403,Closed,35,-1.48,11.93,48,YES,9,0,0,0,3.102,0,YES,160199,NG (Natural Gas),1.04,-15.27,24.43,YES,48,Piecewise Linear
160200,NURSERY 3 5,1,3631_10,85,8.5,6,6,4,840,0,0.1667,,,2403,Closed,10.19,-0.86,10.19,37,YES,6,0,0,0,2.94,0,YES,160200,NG (Natural Gas),1.04,-12.58,18.83,YES,37,Piecewise Linear
160200,NURSERY 3 5,2,3631_1,35,3.5,1,1,1,840,0,12,3,1.5,2403,Closed,5,-0.86,1.95,10.5,YES,10,0,0,0,2.883,0,YES,160200,NG (Natural Gas),1.04,-3.25,5.34,YES,10.5,Piecewise Linear
160201,NURSERY 3 6,1,3631_2,35,3.5,1,1,1,840,0,0.1667,,,2403,Closed,5,-1.21,1.59,10.5,YES,10,0,0,0,3.276,0,YES,160201,NG (Natural Gas),1.04,-3.25,5.34,YES,10.5,Piecewise Linear
160205,CORPUS CHRISTI 28 3,1,4939_2,85,8.5,6,6,4,840,0,1,,,2404,Closed,138.58,-10.36,138.58,319,YES,10,0,0,0,3.284,0,YES,160203,NG (Natural Gas),1.04,-105.37,162.37,YES,319,Piecewise Linear
160206,CORPUS CHRISTI 28 4,1,4939_3,85,8.5,6,6,4,840,0,0.1667,,,2404,Closed,157,-10.36,39.96,157,YES,5,0,0,0,2.943,0,YES,160203,NG (Natural Gas),1.04,-42.92,79.91,YES,157,Piecewise Linear
160207,CORPUS CHRISTI 28 5,1,4939_4,85,8.5,6,6,4,840,0,0.1667,,,2404,Closed,39.26,-0.47,39.26,157,YES,5,0,0,0,3.069,0,YES,160207,NG (Natural Gas),1.04,-48.89,79.91,YES,157,Piecewise Linear
160208,CORPUS CHRISTI 28 6,1,4939_1,100,10,8,8,8,60,5,0.1667,,,2404,Closed,239,-10.36,92.25,300,YES,10,0,0,0,2.632,0,YES,160203,NG (Natural Gas),1.04,-93.82,152.7,YES,300,Piecewise Linear
160210,FANNIN 6 2,1,6178_1,115,11.5,24,24,12,60,14,0.1667,,,2405,Closed,655,4.55,212.55,655,YES,10,0,0,0,1.7,0,YES,160209,BIT (Bituminous Coal),1.041,-218.99,305.23,YES,655,Piecewise Linear
160214,BISHOP 4 2,1,10243_GEN5,35,3.5,1,1,1,840,0,0.1667,,,2407,Closed,13.73,-6.38,13.73,32.5,YES,6,0,0,0,2.899,0,YES,160214,NG (Natural Gas),1.04,-8.7,16.54,YES,32.5,Piecewise Linear
160216,POINT COMFORT 5 2,1,10554_TBG1,85,8.5,6,6,4,840,0,1,,,2408,Closed,35.46,1.56,35.46,72,YES,5,0,0,0,3.178,0,YES,160216,NG (Natural Gas),1.04,-22.45,36.65,YES,72,Piecewise Linear
160217,POINT COMFORT 5 3,1,10554_TBG2,85,8.5,6,6,4,840,0,1,,,2408,Closed,9.13,1.6,9.13,72,YES,5,0,0,0,3.243,0,YES,160217,NG (Natural Gas),1.04,-20.87,36.65,YES,72,Piecewise Linear
160218,POINT COMFORT 5 4,1,10554_TBG3,85,8.5,6,6,4,840,0,1,,,2408,Closed,72,2.74,10.37,72,YES,5,0,0,0,3.038,0,YES,160218,NG (Natural Gas),1.04,-25.02,36.65,YES,72,Piecewise Linear
160219,POINT COMFORT 5 5,1,10554_TBG4,85,8.5,6,6,4,840,0,1,,,2408,Closed,23.15,1.67,23.15,72,YES,5,0,0,0,3.194,0,YES,160219,NG (Natural Gas),1.04,-24.18,36.65,YES,72,Piecewise Linear
160220,POINT COMFORT 5 6,1,10554_TBG5,85,8.5,6,6,4,840,0,1,,,2408,Closed,7.75,2.39,7.75,72,YES,5,0,0,0,3.27,0,YES,160220,NG (Natural Gas),1.04,-19.32,36.65,YES,72,Piecewise Linear
160221,POINT COMFORT 5 7,1,10554_TBG6,85,8.5,6,6,4,840,0,1,,,2408,Closed,32.35,1.32,32.35,72,YES,5,0,0,0,3.03,0,YES,160221,NG (Natural Gas),1.04,-20.13,36.65,YES,72,Piecewise Linear
160222,POINT COMFORT 5 8,1,10554_ST2,85,8.5,6,6,4,840,0,0.1667,,,2408,Closed,30,1.09,20.78,57.5,YES,10,0,0,0,2.894,0,YES,160222,NG (Natural Gas),1.04,-20.01,29.27,YES,57.5,Piecewise Linear
160223,POINT COMFORT 5 9,1,10554_ST3,85,8.5,6,6,4,840,0,0.1667,,,2408,Closed,47.3,0.69,14.72,47.3,YES,5,0,0,0,3.3,0,YES,160223,NG (Natural Gas),1.04,-12.08,24.08,YES,47.3,Piecewise Linear
160223,POINT COMFORT 5 9,2,10554_BO3,85,8.5,6,6,4,840,0,0.1667,,,2408,Closed,13.75,0.69,13.75,32,YES,6,0,0,0,3.766,0,YES,160223,NG (Natural Gas),1.04,-9.01,16.29,YES,32,Piecewise Linear
160224,POINT COMFORT 5 10,1,10554_ST1,85,8.5,6,6,4,840,0,0.1667,,,2408,Closed,3.86,1.11,3.86,28.5,YES,6,0,0,0,3.303,0,YES,160224,NG (Natural Gas),1.04,-9.91,14.51,YES,28.5,Piecewise Linear
160226,BLOOMINGTON 3 2,1,10790_GEN1,110,11,1,1,1,840,0,1,,0.25,2409,Closed,25.95,-1.08,25.95,75,YES,5,0,0,0,3.309,0,YES,160226,NG (Natural Gas),1.04,-22.43,38.17,YES,75,Piecewise Linear
160228,CORPUS CHRISTI 29 2,1,50026_FR6,35,3.5,1,1,1,840,0,0.1667,,,2410,Closed,8.09,9.29,8.09,32,YES,6,0,0,0,3.214,0,YES,160228,NG (Natural Gas),1.04,-11.07,16.29,YES,32,Piecewise Linear
160230,CORPUS CHRISTI 30 2,1,50121_PRU,100,10,24,24,12,60,5,0.1667,,,2411,Closed,5.3,3.73,5.3,12,YES,5,0,0,0,3,0,YES,160230,OTH (Other),1.04,-3.38,3.73,YES,12,Piecewise Linear
160231,CORPUS CHRISTI 30 3,1,50121_TG1,100,10,6,6,12,120,15,0.1667,,,2411,Closed,11.05,8.17,11.05,26.6,YES,6,0,0,0,2.5,0,YES,160231,PC (Petroleum Coke),1.04,-9.3,10.69,YES,26.6,Piecewise Linear
160233,CORPUS CHRISTI 30 5,1,50121_TG2,100,10,6,6,12,120,15,0.1667,,,2411,Closed,10.63,10,10.63,26.6,YES,6,0,0,0,2.5,0,YES,160233,PC (Petroleum Coke),1.04,-8.67,10,YES,26.6,Piecewise Linear
160236,TIVOLI 5 3,1,50150_GEN6,85,8.5,6,6,4,840,0,1,,,2412,Closed,10.94,2.12,10.94,30,YES,6,0,0,0,3.313,0,YES,160236,NG (Natural Gas),1.04,-8.2,15.27,YES,30,Piecewise Linear
160236,TIVOLI 5 3,2,50150_GE11,85,8.5,6,6,4,840,0,1,,,2412,Closed,4.84,2.12,4.84,30,YES,6,0,0,0,3.107,0,YES,160236,NG (Natural Gas),1.04,-9.06,15.27,YES,30,Piecewise Linear
160237,TIVOLI 5 4,1,50150_GEN8,85,8.5,6,6,4,840,0,1,,,2412,Closed,9.98,0.77,9.98,30,YES,6,0,0,0,3.053,0,YES,160237,NG (Natural Gas),1.04,-8.42,15.27,YES,30,Piecewise Linear
160237,TIVOLI 5 4,2,50150_GE10,85,8.5,6,6,4,840,0,1,,,2412,Closed,6.17,0.77,6.17,15,YES,10,0,0,0,3.529,0,YES,160237,NG (Natural Gas),1.04,-4.68,7.64,YES,15,Piecewise Linear
160238,TIVOLI 5 5,1,50150_GEN5,85,8.5,6,6,4,840,0,1,,,2412,Closed,5.75,-3.93,5.75,15,YES,10,0,0,0,3.613,0,YES,160238,NG (Natural Gas),1.04,-3.93,7.64,YES,15,Piecewise Linear
160239,TIVOLI 5 6,1,50150_GEN9,85,8.5,6,6,4,840,0,1,,,2412,Closed,5.85,-1.56,5.85,15,YES,10,0,0,0,3.143,0,YES,160239,NG (Natural Gas),1.04,-3.81,7.64,YES,15,Piecewise Linear
160239,TIVOLI 5 6,2,50150_IGT,85,8.5,6,6,4,840,0,1,,,2412,Closed,5.93,-1.56,5.93,12,YES,10,0,0,0,3.264,0,YES,160239,NG (Natural Gas),1.04,-3.44,6.11,YES,12,Piecewise Linear
160242,BLOOMINGTON 4 2,1,50404_TG3,100,10,24,24,12,60,5,1,,,2413,Closed,23.8,-3.15,6.9,23.8,YES,5,0,0,0,3,0,YES,160242,OTH (Other),1.04,-6.72,10.71,YES,23.8,Piecewise Linear
160243,BLOOMINGTON 4 3,1,50404_TG2,100,10,24,24,12,60,5,1,,,2413,Closed,15,-3.17,1.59,15,YES,5,0,0,0,3,0,YES,160243,OTH (Other),1.04,-4.39,6.04,YES,15,Piecewise Linear
160246,ODEM 5 2,1,50475_GEN1,35,3.5,1,1,1,840,0,12,3,1.5,2414,Closed,10.13,2.25,10.13,33,YES,6,0,0,0,3.362,0,YES,160246,NG (Natural Gas),1.04,-10.53,16.8,YES,33,Piecewise Linear
160249,GREGORY 3 3,1,55086_GT1A,85,8.5,6,6,4,840,0,0.1667,,,2415,Closed,141,7.3,33.5,141,YES,5,0,0,0,3.077,0,YES,160247,NG (Natural Gas),1.04,-39.72,71.77,YES,141,Piecewise Linear
160250,GREGORY 3 4,1,55086_GT1B,85,8.5,6,6,4,840,0,0.1667,,,2415,Closed,140,0.28,20.3,140,YES,5,0,0,0,3.153,0,YES,160250,NG (Natural Gas),1.04,-43.22,71.26,YES,140,Piecewise Linear
160251,GREGORY 3 5,1,55086_STG,85,8.5,6,6,4,840,0,0.1667,,,2415,Closed,9.38,-0.11,9.38,85,YES,9,0,0,0,3.508,0,YES,160251,NG (Natural Gas),1.04,-22.8,43.26,YES,85,Piecewise Linear
160253,CORPUS CHRISTI 31 2,1,55206_CT1,85,8.5,6,6,4,840,0,1,,,2416,Closed,152,0.62,49.55,152,YES,5,0,0,0,3.199,0,YES,160253,NG (Natural Gas),1.04,-42.81,77.37,YES,152,Piecewise Linear
160254,CORPUS CHRISTI 31 3,1,55206_CT2,85,8.5,6,6,4,840,0,1,,,2416,Closed,152,-0.06,41.23,152,YES,5,0,0,0,3.1,0,YES,160254,NG (Natural Gas),1.04,-52.47,77.37,YES,152,Piecewise Linear
160255,CORPUS CHRISTI 31 4,1,55206_ST1,85,8.5,6,6,4,840,0,1,,,2416,Closed,165,23.18,61.42,165,YES,5,0,0,0,3.387,0,YES,160252,NG (Natural Gas),1.04,-53.83,83.99,YES,165,Piecewise Linear
160258,INGLESIDE 4 3,1,55313_CTG1,85,8.5,6,6,4,840,0,0.1667,,,2417,Closed,155,-8.55,47.23,155,YES,5,0,0,0,3.396,0,YES,160256,NG (Natural Gas),1.04,-47.28,78.9,YES,155,Piecewise Linear
160259,INGLESIDE 4 4,1,55313_CTG2,85,8.5,6,6,4,840,0,0.1667,,,2417,Closed,155,-8.55,60.12,155,YES,5,0,0,0,3.037,0,YES,160256,NG (Natural Gas),1.04,-53.1,78.9,YES,155,Piecewise Linear
160260,INGLESIDE 4 5,1,55313_STG,85,8.5,6,6,4,840,0,0.1667,,,2417,Closed,150,-8.55,24.83,150,YES,5,0,0,0,3.415,0,YES,160256,NG (Natural Gas),1.04,-50.65,76.35,YES,150,Piecewise Linear
160263,ARMSTRONG 2 3,1,56661_1,0,0,0,0,0,6000,0,0.1667,,,2418,Closed,254.88,6.56,0,254.88,YES,10,0,0,0,1,0,YES,160261,WND (Wind),1.044,-77.82,86.16,YES,283.2,Piecewise Linear
160266,POINT COMFORT 6 3,1,56708_G2101,100,10,8,8,8,60,5,0.1667,,,2419,Closed,88.15,2.88,51.51,143.1,YES,5,0,0,0,3.113,0,YES,160266,NG (Natural Gas),1.04,-37.28,72.84,YES,143.1,Piecewise Linear
160267,POINT COMFORT 6 4,1,56708_G2201,100,10,8,8,8,60,5,0.1667,,,2419,Closed,36.78,2.55,36.78,143.1,YES,5,0,0,0,3.195,0,YES,160267,NG (Natural Gas),1.04,-48.73,72.84,YES,143.1,Piecewise Linear
160270,ARMSTRONG 3 3,1,56795_1,0,0,0,0,0,6000,0,12,,,2420,Closed,108.92,-26.7,0,108.92,YES,5,0,0,0,1,0,YES,160268,WND (Wind),1.043,-62.38,69.19,YES,201.6,Piecewise Linear
160273,PORTLAND 3 3,1,56983_1,0,0,0,0,0,6000,0,>12,,,2421,Closed,31.71,0.88,0,31.71,YES,5,0,0,0,1,0,YES,160273,WND (Wind),1.04,-55.32,62.64,YES,180,Piecewise Linear
160275,RIVIERA 5 2,1,57095_1,0,0,0,0,0,6000,0,0.1667,,,2422,Closed,180.9,-17.03,0,180.9,YES,10,0,0,0,1,0,YES,160274,WND (Wind),1.042,-61.4,65.23,YES,201,Piecewise Linear
160278,TAFT 3 3,1,57212_1,0,0,0,0,0,6000,0,>12,,,2423,Closed,180.09,2.78,0,180.09,YES,10,0,0,0,1,0,YES,160276,WND (Wind),1.04,-58.93,98.28,YES,200.1,Piecewise Linear
160281,RIVIERA 6 3,1,57927_1,0,0,0,0,0,6000,0,0.1667,,,2424,Closed,149.44,-42.52,0,149.44,YES,10,0,0,0,1,0,YES,160279,WND (Wind),1.043,-64.67,76.85,YES,188,Piecewise Linear
160283,CORPUS CHRISTI 32 2,1,58424_1,0,0,0,0,0,6000,0,0.1667,,,2425,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,160283,WND (Wind),1.04,-2.58,2.84,YES,9,Piecewise Linear
160286,BISHOP 5 3,1,58614_PAT1,0,0,0,0,0,0,0,0.1667,,,2426,Closed,203.35,-4.48,0,203.35,YES,5,0,0,0,1,0,YES,160286,WND (Wind),1.04,-72.69,81.54,YES,226.1,Piecewise Linear
160288,ARMSTRONG 4 2,1,59063_WT1,0,0,0,0,0,0,0,0.1667,,,2427,Closed,48.67,-33.66,0,48.67,YES,10,0,0,0,1,0,YES,160287,WND (Wind),1.044,-56.14,86.2,YES,201,Piecewise Linear
160291,CORPUS CHRISTI 33 3,1,59193_CHA1,0,0,0,0,0,6000,0,0.1667,,,2428,Closed,137.07,16.74,0,137.07,YES,10,0,0,0,1,0,YES,160289,WND (Wind),1.04,-72.97,80,YES,249,Piecewise Linear
160293,POINT COMFORT 7 2,1,60459_PC1,35,3.5,1,1,1,840,0,0.1667,,,2429,Closed,13.41,1.17,13.41,45,YES,10,0,0,0,3.484,0,YES,160293,NG (Natural Gas),1.04,-15.13,22.9,YES,45,Piecewise Linear
160294,POINT COMFORT 7 3,1,60459_PC2,35,3.5,1,1,1,840,0,0.1667,,,2429,Closed,12.63,1.17,12.63,45,YES,10,0,0,0,2.841,0,YES,160294,NG (Natural Gas),1.04,-13.8,22.9,YES,45,Piecewise Linear
160297,BLOOMINGTON 5 2,1,61242_VP-1,0,0,0,0,0,0,0,1,,,2430,Closed,12.73,-0.91,12.73,50,YES,10,0,0,0,2.947,0,YES,160297,NG (Natural Gas),1.04,-13.47,25.45,YES,50,Piecewise Linear
160298,BLOOMINGTON 5 3,1,61242_VP-2,0,0,0,0,0,0,0,1,,,2430,Closed,7.58,-0.9,7.58,50,YES,10,0,0,0,3.37,0,YES,160298,NG (Natural Gas),1.04,-17.38,25.45,YES,50,Piecewise Linear
160301,MATHIS 4 3,1,61343_WT1,0,0,0,0,0,0,0,1,,,2431,Closed,273.77,-85.81,0,273.77,YES,10,0,0,0,1,0,YES,160299,WND (Wind),1.039,-85.81,128.6,YES,307.1,Piecewise Linear
160303,GREGORY 4 2,1,61776_MIDWY,0,0,0,0,0,0,0,12,,,2432,Closed,88.01,3.09,0,88.01,YES,10,0,0,0,1,0,YES,160302,WND (Wind),1.038,-53.18,54.81,YES,162.9,Piecewise Linear
170518,SUNNYVALE 6 2,1,3452_2,100,10,8,8,8,60,5,>12,3.5,2,2863,Closed,85.76,-13.15,85.76,523,YES,10,0,0,0,3.172,0,YES,170517,NG (Natural Gas),1.034,-169,266.21,YES,523,Piecewise Linear
170519,SUNNYVALE 6 3,1,3452_1,100,10,8,8,8,60,5,>12,3.5,2,2863,Closed,193.53,-13.15,193.53,392,YES,10,0,0,0,3.247,0,YES,170517,NG (Natural Gas),1.034,-113.97,199.53,YES,392,Piecewise Linear
170522,LAVON 5 3,1,3576_1,100,10,8,8,8,60,5,1,,,2864,Closed,9.13,18.86,9.13,75,YES,10,0,0,0,3.108,0,YES,170522,NG (Natural Gas),1.04,-19.14,38.17,YES,75,Piecewise Linear
170523,LAVON 5 4,1,3576_3,100,10,8,8,8,60,5,1,,,2864,Closed,47.43,24.58,47.43,138,YES,10,0,0,0,2.862,0,YES,170523,NG (Natural Gas),1.04,-37.83,70.24,YES,138,Piecewise Linear
170524,LAVON 5 5,1,3576_2,100,10,8,8,8,60,5,12,3.5,2,2864,Closed,44.55,19.44,44.55,107,YES,10,0,0,0,3.243,0,YES,170524,NG (Natural Gas),1.04,-30.73,54.46,YES,107,Piecewise Linear
170525,LAVON 5 6,1,3576_4,35,3.5,1,1,1,840,0,1,,0.25,2864,Closed,18.97,21.03,18.97,75,YES,10,0,0,0,3.462,0,YES,170525,NG (Natural Gas),1.04,-21.41,38.17,YES,75,Piecewise Linear
170528,GREENVILLE 8 3,1,4195_EP,35,3.5,0,0,0,840,0,1,,0.08334,2865,Closed,1.94,4.17,1.94,8.2,YES,10,0,0,0,2.891,0,YES,170528,NG (Natural Gas),1.04,-2.87,4.17,YES,8.2,Piecewise Linear
170528,GREENVILLE 8 3,2,4195_EP2,35,3.5,0,0,0,840,0,0.1667,,0.08334,2865,Closed,2.44,4.17,2.44,8.2,YES,10,0,0,0,3.132,0,YES,170528,NG (Natural Gas),1.04,-2.6,4.17,YES,8.2,Piecewise Linear
170529,GREENVILLE 8 4,1,4195_EP3,35,3.5,0,0,0,840,0,0.1667,,0.08334,2865,Closed,1.14,0.61,1.14,8.2,YES,10,0,0,0,3.401,0,YES,170529,NG (Natural Gas),1.04,-2.37,4.17,YES,8.2,Piecewise Linear
170529,GREENVILLE 8 4,2,4195_ST3,100,10,8,8,8,60,5,0.1667,,,2865,Closed,20,0.61,20,41,YES,10,0,0,0,3.073,0,YES,170529,NG (Natural Gas),1.04,-14.06,20.87,YES,41,Piecewise Linear
170530,GREENVILLE 8 5,1,4195_ST2,100,10,8,8,8,60,5,0.1667,,,2865,Closed,6.13,0.87,6.13,23,YES,10,0,0,0,2.982,0,YES,170530,NG (Natural Gas),1.04,-6.88,11.71,YES,23,Piecewise Linear
170530,GREENVILLE 8 5,2,4195_ST1,100,10,8,8,8,60,5,0.1667,,,2865,Closed,5.16,0.87,5.16,18,YES,10,0,0,0,3.174,0,YES,170530,NG (Natural Gas),1.04,-6,9.16,YES,18,Piecewise Linear
170532,DENTON 9 2,1,4266_4,100,10,8,8,8,60,5,0.1667,,,2866,Closed,53,31.05,18.15,61,YES,10,0,0,0,2.561,0,YES,170532,NG (Natural Gas),1.04,-19.36,31.05,YES,61,Piecewise Linear
170533,DENTON 9 3,1,4266_5,100,10,8,8,8,60,5,0.1667,,,2866,Closed,53,31.05,22.87,61,YES,10,0,0,0,3.379,0,YES,170533,NG (Natural Gas),1.04,-18.38,31.05,YES,61,Piecewise Linear
170535,CARTWRIGHT 2 2,1,6416_1,0,0,0,0,0,6000,0,1,,,2867,Closed,4.04,7.46,4.04,40,YES,10,0,0,0,1,0,YES,170535,WAT (Water),1.04,-11.2,15.36,YES,40,Piecewise Linear
170536,CARTWRIGHT 2 3,1,6416_2,0,0,0,0,0,6000,0,1,,,2867,Closed,40,7.53,14.94,40,YES,10,0,0,0,1,0,YES,170536,WAT (Water),1.04,-12,15.36,YES,40,Piecewise Linear
170540,PARIS 6 3,1,50109_GEN1,85,8.5,6,6,4,840,0,>12,3,1.5,2868,Closed,12.33,-2.6,12.33,78,YES,5,0,0,0,3.089,0,YES,170540,NG (Natural Gas),1.04,-19.91,39.7,YES,78,Piecewise Linear
170541,PARIS 6 4,1,50109_GEN3,85,8.5,6,6,4,840,0,>12,3.5,2,2868,Closed,25.28,-1.26,25.28,78,YES,5,0,0,0,3.53,0,YES,170541,NG (Natural Gas),1.04,-26.1,39.7,YES,78,Piecewise Linear
170542,PARIS 6 5,1,50109_GEN2,85,8.5,6,6,4,840,0,1,,,2868,Closed,32.74,-3.36,32.74,80,YES,5,0,0,0,3.182,0,YES,170542,NG (Natural Gas),1.04,-26.22,40.72,YES,80,Piecewise Linear
170550,PARIS 7 3,1,55097_STG1,85,8.5,6,6,4,840,0,0.1667,,,2870,Closed,204,-8.21,52.04,204,YES,7,0,0,0,3.057,0,YES,170548,NG (Natural Gas),1.041,-52.42,103.84,YES,204,Piecewise Linear
170551,PARIS 7 4,1,55097_STG2,85,8.5,6,6,4,840,0,0.1667,,,2870,Closed,204,-8.21,35.4,204,YES,7,0,0,0,3.514,0,YES,170548,NG (Natural Gas),1.041,-58.96,103.84,YES,204,Piecewise Linear
170552,PARIS 7 5,1,55097_CTG1,85,8.5,6,6,4,840,0,0.1667,,,2870,Closed,161,-6.47,60.03,161,YES,5,0,0,0,3.268,0,YES,170552,NG (Natural Gas),1.04,-51.62,81.95,YES,161,Piecewise Linear
170553,PARIS 7 6,1,55097_CTG2,85,8.5,6,6,4,840,0,0.1667,,,2870,Closed,153,-3.44,26.83,153,YES,5,0,0,0,3.229,0,YES,170553,NG (Natural Gas),1.04,-52.52,77.88,YES,153,Piecewise Linear
