Plant Code,Plant Name,State,Sector Group,Sector Code,Prime Mover,Fuel Code,Aggregated Fuel Group,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Fuel Units,Sulfur Content of Fuel Used in EIA Model (%),EIA Model Estimates of SO2 Emissions (Tons),EIA Model Estimates of Plant Level SO2 Emissions (Tons),CEMS Reported Plant Level SO2 Emissions (Tons),Selected SO2 Emissions (Tons),Selected SO2 Emissions (Metric Tonnes),NERC Region,Balancing Authority Code,Balancing Authority Name,EIA Balancing Authority Region
55226,Freestone Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2657162000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,15.6406605,15.878,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55226,Freestone Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,4724369000.0,0.0,52871619.0,52871619.0,0.0,52135535.0,Mcf, ,15.6406605,15.6406605,15.878,15.878,14.404427107,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55230,Jack County,TX,ELECTRIC POWER,1.0,CA,NG,GAS,1666355000.0,0.0,1584517.0,1584517.0,0.0,1563669.0,Mcf, ,0.4691007,8.8997538,8.866,0.4673215574,0.4239513357,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55230,Jack County,TX,ELECTRIC POWER,1.0,CT,NG,GAS,2400369000.0,0.0,28485816.0,28485816.0,0.0,28102177.0,Mcf, ,8.4306531,8.8997538,8.866,8.3986784426,7.619231101,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55299,Channel Energy Center LLC,TX,ELECTRIC POWER,3.0,CA,NG,GAS,739219185.0,0.0,509024.0,509024.0,0.0,490538.0,Mcf, ,0.1471614,12.1572012,7.031,0.0851093756,0.0772107191,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55299,Channel Energy Center LLC,TX,ELECTRIC POWER,3.0,CA,OG,OTHER,95306815.0,154879.0,536149.0,308385.0,227764.0,863364.0,Mcf, ,0.2590092,12.1572012,7.031,0.1497954714,0.1358935602,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55299,Channel Energy Center LLC,TX,ELECTRIC POWER,3.0,CT,NG,GAS,2994194777.0,11262881.0,35653776.0,19090716.0,16563060.0,34442450.0,Mcf, ,10.332735,12.1572012,7.031,5.9758375789,5.4212442882,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55299,Channel Energy Center LLC,TX,ELECTRIC POWER,3.0,CT,OG,OTHER,347523223.0,1435816.0,4127889.0,2016396.0,2111493.0,4727652.0,Mcf, ,1.4182956,12.1572012,7.031,0.8202575741,0.7441327897,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55309,Air Products Port Arthur,TX,INDUSTRIAL,7.0,GT,NG,GAS,926535000.0,1082726.0,8321695.0,6198701.0,2122994.0,8150533.0,Mcf, ,2.4451599,3.2535315, ,2.4451599,2.2182345097,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55309,Air Products Port Arthur,TX,INDUSTRIAL,7.0,ST,NG,GAS,64070264.0,401795.0,1216477.0,428643.0,787834.0,1212881.0,Mcf, ,0.3638643,3.2535315, ,0.3638643,0.3300955275,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55309,Air Products Port Arthur,TX,INDUSTRIAL,7.0,ST,OG,OTHER,63172736.0,361329.0,1131130.0,422638.0,708492.0,1481691.0,Mcf, ,0.4445073,3.2535315, ,0.4445073,0.4032543772,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55311,BASF Freeport Works,TX,INDUSTRIAL,7.0,GT,NG,GAS,527210000.0,2629326.0,6860840.0,2815725.0,4045115.0,6616045.0,Mcf, ,1.9848135,2.0072331, ,1.9848135,1.8006109952,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55311,BASF Freeport Works,TX,INDUSTRIAL,7.0,ST,NG,GAS,48804000.0,14843.0,76661.0,53825.0,22836.0,74732.0,Mcf, ,0.0224196,2.0072331, ,0.0224196,0.0203389277,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55313,Ingleside Cogeneration,TX,INDUSTRIAL,7.0,CA,NG,GAS,688181158.0,0.0,363719.0,363719.0,0.0,353124.0,Mcf, ,0.1059372,9.2464098, ,0.1059372,0.0961055974,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55313,Ingleside Cogeneration,TX,INDUSTRIAL,7.0,CA,OG,OTHER,44705842.0,992214.0,1683671.0,224533.0,1459138.0,5538393.0,Mcf, ,1.6615179,9.2464098, ,1.6615179,1.5073191509,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55313,Ingleside Cogeneration,TX,INDUSTRIAL,7.0,CT,NG,GAS,2263089000.0,7309760.0,25677747.0,14928100.0,10749647.0,24929849.0,Mcf, ,7.4789547,9.2464098, ,7.4789547,6.7848631951,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55320,Wise County Power LLC,TX,ELECTRIC POWER,2.0,CA,NG,GAS,1053466000.0,0.0,527559.0,527559.0,0.0,529549.0,Mcf, ,0.1588647,6.1987815,6.161,0.1578964215,0.1432426939,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55320,Wise County Power LLC,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1787668000.0,0.0,20095939.0,20095939.0,0.0,20133056.0,Mcf, ,6.0399168,6.1987815,6.161,6.0031035785,5.4459798408,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55327,Baytown Energy Center,TX,ELECTRIC POWER,3.0,CA,NG,GAS,1389655000.0,0.0,803867.0,803867.0,0.0,784258.0,Mcf, ,0.2352774,11.1165816,10.774,0.228026816,0.2068645705,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55327,Baytown Energy Center,TX,ELECTRIC POWER,3.0,CT,NG,GAS,3332275000.0,3473917.0,37177789.0,30623229.0,6554560.0,36271014.0,Mcf, ,10.8813042,11.1165816,10.774,10.545973184,9.5672441114,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55357,Jack Fusco Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,900461000.0,0.0,842118.0,842118.0,0.0,812581.0,Mcf, ,0.1243314,5.0038443,5.151,0.1279878036,0.1161097737,TRE,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55357,Jack Fusco Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1440953000.0,0.0,16788239.0,16788239.0,0.0,16265043.0,Mcf, ,4.8795129,5.0038443,5.151,5.0230121964,4.5568467717,TRE,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55358,Cottonwood Energy Project,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2750653000.0,0.0,3938373.0,3938373.0,0.0,3805637.0,Mcf, ,1.1416911,15.2690085,15.811,1.1822167747,1.0725000224,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55358,Cottonwood Energy Project,TX,ELECTRIC POWER,2.0,CT,NG,GAS,4495960000.0,0.0,48754202.0,48754202.0,0.0,47091058.0,Mcf, ,14.1273174,15.2690085,15.811,14.6287832253,13.2711450833,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55365,Exelon LaPorte Generating Station,TX,ELECTRIC POWER,2.0,GT,NG,GAS,108099000.0,0.0,1190082.0,1190082.0,0.0,1149838.0,Mcf, ,0.3449514,0.3449514,0.449,0.449,0.4073301279,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55390,State Farm Insur Support Center Central,TX,COMMERCIAL,4.0,IC,DFO,PET,26000.0,0.0,359.0,359.0,0.0,62.0,Barrels,0.0027,0.0492156,0.0492156, ,0.0492156,0.0446480994,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55464,Deer Park Energy Center,TX,ELECTRIC POWER,3.0,CA,NG,GAS,1040449000.0,735038.0,7322854.0,5961673.0,1361181.0,7149959.0,Mcf, ,2.1449877,21.3334266,21.175,2.1290585614,1.9314692565,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55464,Deer Park Energy Center,TX,ELECTRIC POWER,3.0,CT,NG,GAS,5769021000.0,14543779.0,65530154.0,38597228.0,26932926.0,63961463.0,Mcf, ,19.1884389,21.3334266,21.175,19.0459414386,17.278364727,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55470,Green Power 2,TX,INDUSTRIAL,7.0,CA,NG,GAS,378801007.0,205741.0,551231.0,261456.0,289775.0,540678.0,Mcf, ,0.1622034,13.4892321,239.161,2.8758291843,2.6089351214,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55470,Green Power 2,TX,INDUSTRIAL,7.0,CA,OG,OTHER,59575993.0,4136680.0,6118705.0,292394.0,5826311.0,5762059.0,Mcf, ,1.7286177,13.4892321,239.161,30.6479964675,27.8036800031,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55470,Green Power 2,TX,INDUSTRIAL,7.0,CT,NG,GAS,3572204000.0,14175981.0,39481721.0,19515551.0,19966170.0,38661370.0,Mcf, ,11.598411,13.4892321,239.161,205.6371743482,186.5528207822,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55480,Forney Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,4218384000.0,0.0,7417166.0,7417166.0,0.0,7187176.0,Mcf, ,2.1561528,22.6235991,22.585,2.1524740945,1.9527116888,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55480,Forney Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,6308335000.0,0.0,70408014.0,70408014.0,0.0,68224821.0,Mcf, ,20.4674463,22.6235991,22.585,20.4325259055,18.5362659035,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55545,Hidalgo Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,990606000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,5.9906154, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55545,Hidalgo Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1731547000.0,0.0,20546899.0,20546899.0,0.0,19968718.0,Mcf, ,5.9906154,5.9906154, ,5.9906154,5.4346506396,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55554,Coastal Plains,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,7340237.0,0.0,101454.0,101454.0,0.0,194157.0,Mcf, ,0.0582471,0.0582471, ,0.0582471,0.0528414225,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55556,Security,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,15330000.0,0.0,214610.0,214610.0,0.0,390199.0,Mcf, ,0.1170597,0.1170597, ,0.1170597,0.1061958632,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55664,Harrison County Power Project,TX,ELECTRIC POWER,1.0,CA,NG,GAS,994943000.0,0.0,696995.0,696995.0,0.0,682290.0,Mcf, ,0.204687,5.6145102,5.715,0.2083505352,0.1890143656,MRO,SWPP,Southwest Power Pool,Central
55664,Harrison County Power Project,TX,ELECTRIC POWER,1.0,CT,NG,GAS,1617619000.0,0.0,18417059.0,18417059.0,0.0,18032744.0,Mcf, ,5.4098232,5.6145102,5.715,5.5066494648,4.9955996233,MRO,SWPP,Southwest Power Pool,Central
55708,Nacogdoches Power,TX,ELECTRIC POWER,1.0,ST,WDS,OTHER,71646000.0,0.0,1465893.0,1465893.0,0.0,124592.0,Tons, ,4.98368,4.98368,0.947,0.947,0.8591127642,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56113,Tessman Road,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,34439000.0,0.0,426120.0,426120.0,0.0,852236.0,Mcf, ,0.2556708,0.2556708, ,0.2556708,0.2319430282,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56152,Freeport Energy Center,TX,INDUSTRIAL,7.0,CA,NG,GAS,194135800.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,2.7173232, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56152,Freeport Energy Center,TX,INDUSTRIAL,7.0,CT,NG,GAS,849320360.0,2872526.0,9329477.0,5225871.0,4103606.0,9057744.0,Mcf, ,2.7173232,2.7173232, ,2.7173232,2.4651394357,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56233,EG178 Facility,TX,INDUSTRIAL,6.0,CA,NG,GAS,27528000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,1.8560193, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56233,EG178 Facility,TX,INDUSTRIAL,6.0,CT,NG,GAS,621213000.0,0.0,5915864.0,5915864.0,0.0,6186731.0,Mcf, ,1.8560193,1.8560193, ,1.8560193,1.6837696634,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56326,Mustang Station Unit 4,TX,ELECTRIC POWER,1.0,GT,NG,GAS,1757444000.0,0.0,19333757.0,19333757.0,0.0,19123401.0,Mcf, ,5.7370203,5.7370203,5.889,5.889,5.3424657534,MRO,SWPP,Southwest Power Pool,Central
56349,Quail Run Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,831073000.0,0.0,1464143.0,1464143.0,0.0,1406955.0,Mcf, ,0.4220865,5.4513693,5.941,0.4599974352,0.4173069357,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56349,Quail Run Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1370996000.0,0.0,17432398.0,17432398.0,0.0,16764276.0,Mcf, ,5.0292828,5.4513693,5.941,5.4810025648,4.9723329083,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56350,Colorado Bend Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,867309000.0,0.0,572784.0,572784.0,0.0,567096.0,Mcf, ,0.1701288,5.1905193,5.265,0.1725700417,0.1565545148,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56350,Colorado Bend Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1243156000.0,0.0,16906011.0,16906011.0,0.0,16734635.0,Mcf, ,5.0203905,5.1905193,5.265,5.0924299583,4.6198221521,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56374,Robert Mueller Energy Center,TX,ELECTRIC POWER,1.0,GT,NG,GAS,27532000.0,20473.0,386501.0,318261.0,68240.0,381542.0,Mcf, ,0.1144626,0.140658, ,0.1144626,0.1038397895,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56374,Robert Mueller Energy Center,TX,ELECTRIC POWER,1.0,IC,DFO,PET,23000.0,0.0,195.0,195.0,0.0,33.0,Barrels,0.0027,0.0261954,0.140658, ,0.0261954,0.023764311,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56524,Austin Gas Recovery,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,34976000.0,0.0,409207.0,409207.0,0.0,835116.0,Mcf, ,0.2505348,0.2505348, ,0.2505348,0.2272836796,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56528,Skyline Gas Recovery,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,38959000.0,0.0,421985.0,421985.0,0.0,805318.0,Mcf, ,0.2415954,0.2415954, ,0.2415954,0.2191739091,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56603,San Jacinto County Peaking Facility,TX,ELECTRIC POWER,1.0,GT,NG,GAS,155543000.0,0.0,1938007.0,1938007.0,0.0,1920720.0,Mcf, ,0.576216,0.576216,0.584,0.584,0.5298013245,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
56604,Hardin County Peaking Facility,TX,ELECTRIC POWER,1.0,GT,NG,GAS,38841000.0,0.0,493691.0,493691.0,0.0,534298.0,Mcf, ,0.1602894,0.1602894,0.154,0.154,0.1397078835,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
56611,Sandy Creek Energy Station,TX,ELECTRIC POWER,2.0,ST,SUB,COAL,5026547000.0,0.0,47830887.0,47830887.0,0.0,2747919.0,Tons,0.00293272192520958,1875.704855325,1875.704855325,2394.67,2394.67,2172.4303728568,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56674,Winchester Power Park,TX,ELECTRIC POWER,1.0,GT,NG,GAS,46123000.0,0.0,469092.0,469092.0,0.0,459894.0,Mcf, ,0.1379682,0.1379682,0.126,0.126,0.1143064501,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56708,CFB Power Plant,TX,INDUSTRIAL,6.0,ST,NG,GAS,948355000.0,0.0,11823125.0,11823125.0,0.0,11524048.0,Mcf, ,0.34572144,0.34572144, ,0.34572144,0.3136364329,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56806,Cedar Bayou 4,TX,ELECTRIC POWER,2.0,CA,NG,GAS,206454000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,1.4166,2.82,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56806,Cedar Bayou 4,TX,ELECTRIC POWER,2.0,CT,NG,GAS,412178000.0,0.0,4875388.0,4875388.0,0.0,4722000.0,Mcf, ,1.4166,1.4166,2.82,2.82,2.5582872176,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
56864,Covel Gardens Gas Recovery,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,59185000.0,0.0,674879.0,674879.0,0.0,1349752.0,Mcf, ,0.4049256,0.4049256, ,0.4049256,0.3673460945,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57020,Westside Landfill Gas Recovery,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,24353000.0,0.0,271781.0,271781.0,0.0,470209.0,Mcf, ,0.1410627,0.1410627, ,0.1410627,0.1279712419,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57071,Denton Power LLC,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,12383000.0,0.0,129130.0,129130.0,0.0,239572.0,Mcf, ,0.0718716,0.0718716, ,0.0718716,0.0652014878,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57165,Farmers Branch Renewable Energy Facility,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,26148000.0,0.0,298753.0,298753.0,0.0,536361.0,Mcf, ,0.1609083,0.1609083, ,0.1609083,0.1459750522,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57167,Mesquite Creek LFGTE Project,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,24377000.0,0.0,276070.0,276070.0,0.0,537100.0,Mcf, ,0.16113,0.16113, ,0.16113,0.1461761771,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57322,Mont Belvieu Cogeneration Unit,TX,INDUSTRIAL,7.0,GT,NG,GAS,94057460.0,1173905.0,1975495.0,430885.0,1544610.0,1975495.0,Mcf, ,0.5926485,0.5926485, ,0.5926485,0.5376471922,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57504,TECO CHP-1,TX,COMMERCIAL,5.0,GT,NG,GAS,70539000.0,257381.0,742764.0,364262.0,378502.0,721131.0,Mcf, ,0.2163393,0.2163393, ,0.2163393,0.1962617255,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
57865,Antelope Station,TX,ELECTRIC POWER,1.0,IC,NG,GAS,367178000.0,0.0,3166700.0,3166700.0,0.0,3113768.0,Mcf, ,0.9341304,0.9341304,3.16,3.16,2.8667331942,MRO,SWPP,Southwest Power Pool,Central
57952,Woodall Gas Plant,TX,INDUSTRIAL,6.0,IC,NG,GAS,25255580.0,0.0,352626.0,352626.0,0.0,332980.0,Mcf, ,0.099894,0.099894, ,0.099894,0.0906232423,MRO,SWPP,Southwest Power Pool,Central
58001,Panda Temple Power Station,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2051519000.0,0.0,3708155.0,3708155.0,0.0,3636284.0,Mcf, ,1.0908852,9.9137643,10.968,1.2068905929,1.0948839634,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58001,Panda Temple Power Station,TX,ELECTRIC POWER,2.0,CT,NG,GAS,2586995000.0,0.0,29990755.0,29990755.0,0.0,29409597.0,Mcf, ,8.8228791,9.9137643,10.968,9.7611094071,8.8552203639,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58005,Panda Sherman Power Station,TX,ELECTRIC POWER,2.0,CA,NG,GAS,1388626000.0,0.0,2266909.0,2266909.0,0.0,2232253.0,Mcf, ,0.6696759,6.8336208,7.025,0.6884305312,0.6245400809,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58005,Panda Sherman Power Station,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1815965000.0,0.0,20862317.0,20862317.0,0.0,20546483.0,Mcf, ,6.1639449,6.8336208,7.025,6.3365694688,5.7484981119,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58069,PRSI FCC Generator,TX,INDUSTRIAL,7.0,ST,PC,PET,628560.0,487648.0,1224646.0,5525.0,1219121.0,47138.0,Tons,0.005,459.5955,459.5955, ,459.5955,416.9423024585,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58151,Central Utility Plant - Texas A&M,TX,COMMERCIAL,5.0,CA,NG,GAS,33074873.0,169675.0,426734.0,161617.0,265117.0,425245.0,Mcf, ,0.1275735,2.287887, ,0.1275735,0.11573392,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58151,Central Utility Plant - Texas A&M,TX,COMMERCIAL,5.0,CA,DFO,PET,157327.0,7068.0,11910.0,865.0,11045.0,2040.0,Barrels,0.0027,1.6424856,2.287887, ,1.6424856,1.4900531616,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58151,Central Utility Plant - Texas A&M,TX,COMMERCIAL,5.0,CT,NG,GAS,163383890.0,522806.0,1735030.0,918148.0,816882.0,1726093.0,Mcf, ,0.5178279,2.287887, ,0.5178279,0.4697703892,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58378,W.A. Parish Carbon Capture Plant,TX,ELECTRIC POWER,2.0,GT,NG,GAS,343230000.0,0.0,7476407.0,7476407.0,0.0,7216609.0,Mcf, ,2.1649827,2.1649827,2.23,2.23,2.0230427288,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58471,Ector County Energy Center,TX,ELECTRIC POWER,2.0,GT,NG,GAS,516390000.0,0.0,6029953.0,6029953.0,0.0,5635469.0,Mcf, ,1.6906407,1.6906407,4.182,4.182,3.7938855121,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
58562,Montana Power Station,TX,ELECTRIC POWER,1.0,GT,NG,GAS,1051520057.0,0.0,9940395.0,9940395.0,0.0,9622840.0,Mcf, ,2.886852,2.9773452,2.958,2.8680947765,2.6019185127,WECC,EPE,El Paso Electric Company,Southwest
58562,Montana Power Station,TX,ELECTRIC POWER,1.0,GT,DFO,PET,69943.0,0.0,663.0,663.0,0.0,114.0,Barrels,0.0027,0.0904932,2.9773452,2.958,0.0899052235,0.0815614837,WECC,EPE,El Paso Electric Company,Southwest
58835,Elk Station,TX,ELECTRIC POWER,1.0,GT,NG,GAS,1104875000.0,0.0,11508794.0,11508794.0,0.0,11305299.0,Mcf, ,3.3915897,3.3915897, ,3.3915897,3.0768299918,MRO,SWPP,Southwest Power Pool,Central
58946,Ameresco Dallas LLC,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,26799000.0,0.0,288852.0,288852.0,0.0,454887.0,Mcf, ,0.1364661,0.1364661, ,0.1364661,0.1238012338,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
59145,Freeport LP Pretreatment Facility,TX,INDUSTRIAL,7.0,GT,NG,GAS,8181000.0,39410.0,1622694.0,1491328.0,131366.0,1642403.0,Mcf, ,0.4927209,0.4927209, ,0.4927209,0.4469934682,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
59381,"The Methodist Hospital, Gas Turbine",TX,COMMERCIAL,5.0,GT,NG,GAS,28504280.0,0.0,263817.0,263817.0,0.0,258645.0,Mcf, ,0.0775935,0.0775935, ,0.0775935,0.0703923614,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
59391,Red Gate Power Plant,TX,ELECTRIC POWER,1.0,IC,NG,GAS,434521000.0,0.0,3881885.0,3881885.0,0.0,3770598.0,Mcf, ,1.1311794,1.1311794, ,1.1311794,1.0261992198,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
59649,Nelson Gardens Landfill Gas to Energy,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,15018000.0,0.0,232588.0,232588.0,0.0,588832.0,Mcf, ,0.1766496,0.1766496, ,0.1766496,0.1602554658,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
59812,Wolf Hollow II,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2168604000.0,0.0,15290243.0,15290243.0,0.0,14773183.0,Mcf, ,4.4319549,13.0773567,12.946,4.3874377255,3.9802573941,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
